node_id,osm_node_id,latitude,longitude,degree,is_intersection,node_type,city
node-7803712782,7803712782,12.886214,80.135901,0,0,terminal,Chennai
node-308900815,308900815,12.886414,80.14981,0,0,terminal,Chennai
node-349032481,349032481,12.886861,80.148838,0,0,terminal,Chennai
node-2186684647,2186684647,12.887142,80.148293,0,0,terminal,Chennai
node-3878461550,3878461550,12.886908,80.148748,0,0,terminal,Chennai
node-3878461560,3878461560,12.8872,80.148174,0,0,terminal,Chennai
node-11672168762,11672168762,12.886681,80.149229,0,0,terminal,Chennai
node-300195084,300195084,12.885638,80.151364,0,0,terminal,Chennai
node-308900797,308900797,12.884937,80.156295,0,0,terminal,Chennai
node-308900803,308900803,12.884732,80.152398,0,0,terminal,Chennai
node-308900847,308900847,12.883771,80.156204,0,0,terminal,Chennai
node-308900848,308900848,12.883643,80.152559,0,0,terminal,Chennai
node-308900849,308900849,12.885129,80.152314,0,0,terminal,Chennai
node-1137920114,1137920114,12.88495,80.156374,0,0,terminal,Chennai
node-1137920134,1137920134,12.885855,80.150878,0,0,terminal,Chennai
node-1137920646,1137920646,12.88504,80.152383,0,0,terminal,Chennai
node-1137926084,1137926084,12.88473,80.156203,0,0,terminal,Chennai
node-1137926740,1137926740,12.883661,80.155059,0,0,terminal,Chennai
node-1137934127,1137934127,12.883936,80.1562,0,0,terminal,Chennai
node-1137935460,1137935460,12.8837,80.152422,0,0,terminal,Chennai
node-2186684633,2186684633,12.88366,80.153692,0,0,terminal,Chennai
node-3878461294,3878461294,12.883653,80.154422,0,0,terminal,Chennai
node-3878461295,3878461295,12.883666,80.153312,0,0,terminal,Chennai
node-3881480795,3881480795,12.884432,80.156152,0,0,terminal,Chennai
node-3881480804,3881480804,12.884892,80.156617,0,0,terminal,Chennai
node-3881480819,3881480819,12.884297,80.152379,0,0,terminal,Chennai
node-7769130280,7769130280,12.885232,80.152178,0,0,terminal,Chennai
node-7769135895,7769135895,12.884746,80.157022,0,0,terminal,Chennai
node-7769398659,7769398659,12.883664,80.152455,0,0,terminal,Chennai
node-7769398660,7769398660,12.883655,80.152491,0,0,terminal,Chennai
node-7803572109,7803572109,12.885586,80.151468,0,0,terminal,Chennai
node-7808890253,7808890253,12.885771,80.151066,0,0,terminal,Chennai
node-11064750112,11064750112,12.884862,80.156227,0,0,terminal,Chennai
node-11064750113,11064750113,12.884138,80.156166,0,0,terminal,Chennai
node-11064750117,11064750117,12.883705,80.156002,0,0,terminal,Chennai
node-11064750118,11064750118,12.883707,80.156115,0,0,terminal,Chennai
node-308900840,308900840,12.882677,80.162679,0,0,terminal,Chennai
node-308900841,308900841,12.882927,80.161855,0,0,terminal,Chennai
node-308900842,308900842,12.884449,80.161753,0,0,terminal,Chennai
node-308900843,308900843,12.884919,80.160558,0,0,terminal,Chennai
node-308900844,308900844,12.884866,80.159505,0,0,terminal,Chennai
node-308900845,308900845,12.884564,80.158161,0,0,terminal,Chennai
node-308900846,308900846,12.884673,80.157145,0,0,terminal,Chennai
node-7769135899,7769135899,12.884591,80.157451,0,0,terminal,Chennai
node-7769135900,7769135900,12.884558,80.157708,0,0,terminal,Chennai
node-7769135906,7769135906,12.884918,80.161047,0,0,terminal,Chennai
node-7769135907,7769135907,12.884892,80.161224,0,0,terminal,Chennai
node-7769135908,7769135908,12.88459,80.161738,0,0,terminal,Chennai
node-7769135909,7769135909,12.88481,80.161455,0,0,terminal,Chennai
node-7769135910,7769135910,12.884694,80.161686,0,0,terminal,Chennai
node-7769135923,7769135923,12.884767,80.161569,0,0,terminal,Chennai
node-7769398798,7769398798,12.884559,80.158096,0,0,terminal,Chennai
node-7769430612,7769430612,12.884915,80.16048,0,0,terminal,Chennai
node-7769917463,7769917463,12.882655,80.162898,0,0,terminal,Chennai
node-7769960013,7769960013,12.882677,80.1635,0,0,terminal,Chennai
node-7769960014,7769960014,12.882772,80.162064,0,0,terminal,Chennai
node-7769960015,7769960015,12.882816,80.16197,0,0,terminal,Chennai
node-7769960016,7769960016,12.882867,80.161897,0,0,terminal,Chennai
node-11064750114,11064750114,12.884554,80.157777,0,0,terminal,Chennai
node-11064750115,11064750115,12.884567,80.157581,0,0,terminal,Chennai
node-6129645579,6129645579,12.893531,80.120297,0,0,terminal,Chennai
node-6129645582,6129645582,12.8936,80.120486,0,0,terminal,Chennai
node-10107367586,10107367586,12.894141,80.118386,0,0,terminal,Chennai
node-10107367610,10107367610,12.894142,80.118698,0,0,terminal,Chennai
node-10107367611,10107367611,12.894036,80.119022,0,0,terminal,Chennai
node-10107367612,10107367612,12.893908,80.119435,0,0,terminal,Chennai
node-10107367613,10107367613,12.893735,80.119995,0,0,terminal,Chennai
node-10107367614,10107367614,12.893665,80.120244,0,0,terminal,Chennai
node-10107367615,10107367615,12.894047,80.118654,0,0,terminal,Chennai
node-10107367616,10107367616,12.89393,80.119003,0,0,terminal,Chennai
node-10107394317,10107394317,12.893804,80.119408,0,0,terminal,Chennai
node-10107394318,10107394318,12.893634,80.119966,0,0,terminal,Chennai
node-10107394320,10107394320,12.89347,80.120562,0,0,terminal,Chennai
node-10107394321,10107394321,12.893396,80.12087,0,0,terminal,Chennai
node-10107394322,10107394322,12.893305,80.12134,0,0,terminal,Chennai
node-10107394323,10107394323,12.893203,80.121836,0,0,terminal,Chennai
node-10107394324,10107394324,12.893132,80.122112,0,0,terminal,Chennai
node-10107394325,10107394325,12.893046,80.122421,0,0,terminal,Chennai
node-10107394326,10107394326,12.892872,80.122967,0,0,terminal,Chennai
node-10107394327,10107394327,12.893576,80.120602,0,0,terminal,Chennai
node-10107394328,10107394328,12.893508,80.120889,0,0,terminal,Chennai
node-10107394329,10107394329,12.893414,80.121359,0,0,terminal,Chennai
node-10107394330,10107394330,12.893321,80.121794,0,0,terminal,Chennai
node-10107394331,10107394331,12.893242,80.122115,0,0,terminal,Chennai
node-10107394332,10107394332,12.89314,80.122441,0,0,terminal,Chennai
node-10107394333,10107394333,12.892962,80.123003,0,0,terminal,Chennai
node-10107394335,10107394335,12.893291,80.121914,2,0,junction,Chennai
node-10107394336,10107394336,12.89317,80.121964,4,1,intersection,Chennai
node-11652017384,11652017384,12.893122,80.122497,0,0,terminal,Chennai
node-12593385023,12593385023,12.893572,80.12018,0,0,terminal,Chennai
node-10107367566,10107367566,12.895695,80.113956,1,0,terminal,Chennai
node-10107367567,10107367567,12.894975,80.116233,0,0,terminal,Chennai
node-10107367568,10107367568,12.895278,80.115379,0,0,terminal,Chennai
node-10107367569,10107367569,12.895349,80.115162,0,0,terminal,Chennai
node-10107367570,10107367570,12.895438,80.114877,0,0,terminal,Chennai
node-10107367571,10107367571,12.895516,80.114604,0,0,terminal,Chennai
node-10107367572,10107367572,12.895568,80.11441,0,0,terminal,Chennai
node-10107367574,10107367574,12.894882,80.116197,0,0,terminal,Chennai
node-10107367575,10107367575,12.895173,80.115341,0,0,terminal,Chennai
node-10107367576,10107367576,12.895256,80.115096,0,0,terminal,Chennai
node-10107367577,10107367577,12.895335,80.114842,0,0,terminal,Chennai
node-10107367578,10107367578,12.895405,80.114593,0,0,terminal,Chennai
node-10107367579,10107367579,12.895459,80.114395,0,0,terminal,Chennai
node-10107367580,10107367580,12.895559,80.113923,1,0,terminal,Chennai
node-10107367582,10107367582,12.894794,80.116465,0,0,terminal,Chennai
node-10107367583,10107367583,12.894692,80.116799,0,0,terminal,Chennai
node-10107367584,10107367584,12.894501,80.117418,0,0,terminal,Chennai
node-10107367587,10107367587,12.894893,80.116486,0,0,terminal,Chennai
node-10107367588,10107367588,12.894782,80.116816,0,0,terminal,Chennai
node-10107367589,10107367589,12.894593,80.117436,0,0,terminal,Chennai
node-10107367594,10107367594,12.894597,80.117106,0,0,terminal,Chennai
node-10107367595,10107367595,12.894676,80.117165,0,0,terminal,Chennai
node-10107367585,10107367585,12.894362,80.117806,0,0,terminal,Chennai
node-10107367590,10107367590,12.894456,80.117835,0,0,terminal,Chennai
node-10107367591,10107367591,12.894236,80.118428,0,0,terminal,Chennai
node-10107367592,10107367592,12.89436,80.1181,0,0,terminal,Chennai
node-10107367593,10107367593,12.89427,80.118057,0,0,terminal,Chennai
node-10107394338,10107394338,12.892206,80.125439,0,0,terminal,Chennai
node-10107394339,10107394339,12.892068,80.125888,0,0,terminal,Chennai
node-10107394340,10107394340,12.89185,80.126554,0,0,terminal,Chennai
node-10107394341,10107394341,12.89211,80.125409,0,0,terminal,Chennai
node-10107394342,10107394342,12.891974,80.125841,0,0,terminal,Chennai
node-10107394343,10107394343,12.891756,80.126524,0,0,terminal,Chennai
node-10107394344,10107394344,12.891466,80.127486,2,0,junction,Chennai
node-10107394345,10107394345,12.891555,80.127539,2,0,junction,Chennai
node-10107394347,10107394347,12.891665,80.126803,0,0,terminal,Chennai
node-10107394348,10107394348,12.891578,80.127088,0,0,terminal,Chennai
node-10107394349,10107394349,12.891758,80.126841,0,0,terminal,Chennai
node-10107394350,10107394350,12.891673,80.127121,0,0,terminal,Chennai
node-10107394364,10107394364,12.891701,80.126693,0,0,terminal,Chennai
node-10107394365,10107394365,12.891779,80.126452,0,0,terminal,Chennai
node-10107394389,10107394389,12.892037,80.125641,0,0,terminal,Chennai
node-11357987605,11357987605,12.891687,80.126736,0,0,terminal,Chennai
node-13062972517,13062972517,12.891242,80.12828,0,0,terminal,Chennai
node-13062972518,13062972518,12.891336,80.128328,0,0,terminal,Chennai
node-13062972519,13062972519,12.891095,80.129104,0,0,terminal,Chennai
node-13062972520,13062972520,12.891194,80.129127,0,0,terminal,Chennai
node-13062972521,13062972521,12.890871,80.130662,0,0,terminal,Chennai
node-13062972522,13062972522,12.890985,80.130689,0,0,terminal,Chennai
node-349027530,349027530,12.88842,80.13665,0,0,terminal,Chennai
node-349027531,349027531,12.888706,80.136786,0,0,terminal,Chennai
node-2185139064,2185139064,12.887689,80.136392,0,0,terminal,Chennai
node-2185139078,2185139078,12.888056,80.136513,0,0,terminal,Chennai
node-2185139091,2185139091,12.888946,80.136849,4,1,intersection,Chennai
node-3732974100,3732974100,12.890026,80.136982,2,0,junction,Chennai
node-3881480855,3881480855,12.890375,80.133408,2,0,junction,Chennai
node-7035364046,7035364046,12.890316,80.13534,0,0,terminal,Chennai
node-7803272825,7803272825,12.890774,80.131218,0,0,terminal,Chennai
node-7803712828,7803712828,12.888665,80.136766,0,0,terminal,Chennai
node-10013621132,10013621132,12.889537,80.136817,4,1,intersection,Chennai
node-10073419828,10073419828,12.889225,80.136833,0,0,terminal,Chennai
node-10270867536,10270867536,12.889981,80.137248,2,0,junction,Chennai
node-10270867540,10270867540,12.890474,80.132816,0,0,terminal,Chennai
node-10270867541,10270867541,12.890652,80.132469,0,0,terminal,Chennai
node-10270867542,10270867542,12.890601,80.132188,0,0,terminal,Chennai
node-12918924717,12918924717,12.889926,80.136938,0,0,terminal,Chennai
node-12918924718,12918924718,12.890894,80.131254,0,0,terminal,Chennai
node-12918933021,12918933021,12.890754,80.131944,0,0,terminal,Chennai
node-12918933023,12918933023,12.890883,80.131311,0,0,terminal,Chennai
node-12918933024,12918933024,12.890503,80.133438,2,0,junction,Chennai
node-12918933026,12918933026,12.890199,80.136151,0,0,terminal,Chennai
node-12918933028,12918933028,12.890706,80.132228,2,0,junction,Chennai
node-12918933033,12918933033,12.890109,80.135817,0,0,terminal,Chennai
node-13062972509,13062972509,12.89019,80.135283,0,0,terminal,Chennai
node-13062972510,13062972510,12.890321,80.135306,0,0,terminal,Chennai
node-13062972511,13062972511,12.890358,80.134983,0,0,terminal,Chennai
node-13062972512,13062972512,12.890382,80.134609,0,0,terminal,Chennai
node-13062972513,13062972513,12.890257,80.134597,0,0,terminal,Chennai
node-13062972514,13062972514,12.890223,80.13497,0,0,terminal,Chennai
node-14121863154,14121863154,12.890339,80.135144,2,0,junction,Chennai
node-14121863155,14121863155,12.890206,80.13513,2,0,junction,Chennai
node-300195061,300195061,12.890957,80.14082,4,1,intersection,Chennai
node-1137924698,1137924698,12.889818,80.142973,0,0,terminal,Chennai
node-2185139104,2185139104,12.889702,80.143228,0,0,terminal,Chennai
node-2185139110,2185139110,12.890371,80.141933,0,0,terminal,Chennai
node-2185139119,2185139119,12.89133,80.140998,0,0,terminal,Chennai
node-2185139127,2185139127,12.892048,80.141081,0,0,terminal,Chennai
node-2185139134,2185139134,12.892512,80.141127,0,0,terminal,Chennai
node-2185139158,2185139158,12.894066,80.141312,0,0,terminal,Chennai
node-2186684698,2186684698,12.889768,80.139044,2,0,junction,Chennai
node-3878461611,3878461611,12.88964,80.143349,0,0,terminal,Chennai
node-3878466351,3878466351,12.890257,80.142147,0,0,terminal,Chennai
node-3878466355,3878466355,12.890702,80.141308,0,0,terminal,Chennai
node-3878466356,3878466356,12.890896,80.140942,6,1,intersection,Chennai
node-3878467460,3878467460,12.893072,80.141204,0,0,terminal,Chennai
node-3878467469,3878467469,12.893557,80.141263,0,0,terminal,Chennai
node-6810633002,6810633002,12.89408,80.141194,0,0,terminal,Chennai
node-6810633003,6810633003,12.893576,80.141144,0,0,terminal,Chennai
node-6810633004,6810633004,12.893091,80.141094,0,0,terminal,Chennai
node-6810633005,6810633005,12.892974,80.141074,0,0,terminal,Chennai
node-6810633006,6810633006,12.892471,80.141011,0,0,terminal,Chennai
node-6810633007,6810633007,12.892278,80.14098,0,0,terminal,Chennai
node-6810633008,6810633008,12.891382,80.140863,0,0,terminal,Chennai
node-7043106889,7043106889,12.893345,80.14112,0,0,terminal,Chennai
node-7806539381,7806539381,12.889344,80.143922,0,0,terminal,Chennai
node-7806584935,7806584935,12.893878,80.141293,0,0,terminal,Chennai
node-10270822854,10270822854,12.891502,80.141018,0,0,terminal,Chennai
node-12865818039,12865818039,12.889918,80.137638,0,0,terminal,Chennai
node-12918925543,12918925543,12.889587,80.139613,0,0,terminal,Chennai
node-12918933035,12918933035,12.889793,80.137738,0,0,terminal,Chennai
node-12918933042,12918933042,12.889669,80.139015,2,0,junction,Chennai
node-12923000412,12923000412,12.889719,80.139402,0,0,terminal,Chennai
node-13062897596,13062897596,12.88959,80.139831,0,0,terminal,Chennai
node-13062897597,13062897597,12.889631,80.140015,0,0,terminal,Chennai
node-13062897598,13062897598,12.889699,80.14018,0,0,terminal,Chennai
node-13062897599,13062897599,12.889815,80.14035,0,0,terminal,Chennai
node-13062897600,13062897600,12.889936,80.140476,0,0,terminal,Chennai
node-13062972501,13062972501,12.890107,80.140589,0,0,terminal,Chennai
node-13062972502,13062972502,12.8897,80.139634,0,0,terminal,Chennai
node-13062972503,13062972503,12.889709,80.139779,0,0,terminal,Chennai
node-13062972504,13062972504,12.889748,80.139949,0,0,terminal,Chennai
node-13062972505,13062972505,12.889816,80.140127,0,0,terminal,Chennai
node-13062972506,13062972506,12.889954,80.14033,0,0,terminal,Chennai
node-13062972507,13062972507,12.890106,80.140456,0,0,terminal,Chennai
node-2185139095,2185139095,12.889205,80.14419,0,0,terminal,Chennai
node-2186684670,2186684670,12.888344,80.145859,0,0,terminal,Chennai
node-2186684672,2186684672,12.888526,80.145505,0,0,terminal,Chennai
node-2186684673,2186684673,12.888541,80.145476,0,0,terminal,Chennai
node-2186684679,2186684679,12.888912,80.144759,0,0,terminal,Chennai
node-7053439013,7053439013,12.887781,80.14699,0,0,terminal,Chennai
node-7053439018,7053439018,12.88796,80.146631,0,0,terminal,Chennai
node-7803712694,7803712694,12.888781,80.145012,0,0,terminal,Chennai
node-7806487869,7806487869,12.888881,80.144818,0,0,terminal,Chennai
node-7806539376,7806539376,12.888118,80.146312,0,0,terminal,Chennai
node-11672123513,11672123513,12.888258,80.146031,0,0,terminal,Chennai
node-11672160989,11672160989,12.887693,80.147169,0,0,terminal,Chennai
node-11672276577,11672276577,12.889079,80.144436,0,0,terminal,Chennai
node-13197530795,13197530795,12.888856,80.144867,0,0,terminal,Chennai
node-2185139165,2185139165,12.894429,80.14135,0,0,terminal,Chennai
node-2185139167,2185139167,12.895748,80.141501,2,0,junction,Chennai
node-3865586771,3865586771,12.897451,80.14167,0,0,terminal,Chennai
node-3878467473,3878467473,12.894224,80.141326,0,0,terminal,Chennai
node-3878467477,3878467477,12.899427,80.141866,0,0,terminal,Chennai
node-6810632997,6810632997,12.89993,80.141802,0,0,terminal,Chennai
node-6810632998,6810632998,12.897472,80.141534,0,0,terminal,Chennai
node-6810632999,6810632999,12.895758,80.14137,0,0,terminal,Chennai
node-6810633000,6810633000,12.894979,80.141302,0,0,terminal,Chennai
node-6810633001,6810633001,12.894238,80.141216,0,0,terminal,Chennai
node-7048253253,7048253253,12.900293,80.141945,0,0,terminal,Chennai
node-7048253270,7048253270,12.900018,80.141917,0,0,terminal,Chennai
node-7048253276,7048253276,12.900282,80.141944,0,0,terminal,Chennai
node-7808699571,7808699571,12.897028,80.14163,0,0,terminal,Chennai
node-7808706390,7808706390,12.896859,80.141616,0,0,terminal,Chennai
node-7808706396,7808706396,12.897963,80.141701,0,0,terminal,Chennai
node-10291123378,10291123378,12.897321,80.14152,0,0,terminal,Chennai
node-10291123380,10291123380,12.897742,80.141564,0,0,terminal,Chennai
node-10291123382,10291123382,12.897611,80.141549,0,0,terminal,Chennai
node-11668445822,11668445822,12.899013,80.141819,0,0,terminal,Chennai
node-11668464467,11668464467,12.900357,80.14185,0,0,terminal,Chennai
node-11668472575,11668472575,12.900543,80.141871,0,0,terminal,Chennai
node-12309742098,12309742098,12.898899,80.14169,0,0,terminal,Chennai
node-14100485124,14100485124,12.900611,80.141977,0,0,terminal,Chennai
node-335749287,335749287,12.906809,80.14261,0,0,terminal,Chennai
node-2186670555,2186670555,12.902665,80.142196,0,0,terminal,Chennai
node-2186670627,2186670627,12.904577,80.142389,0,0,terminal,Chennai
node-2186670665,2186670665,12.905453,80.142486,0,0,terminal,Chennai
node-2186670747,2186670747,12.907139,80.142648,0,0,terminal,Chennai
node-3878467478,3878467478,12.901691,80.142088,0,0,terminal,Chennai
node-3890581575,3890581575,12.904438,80.142374,0,0,terminal,Chennai
node-3890581632,3890581632,12.905686,80.142507,0,0,terminal,Chennai
node-3890605330,3890605330,12.906125,80.14255,0,0,terminal,Chennai
node-6810593075,6810593075,12.902246,80.142148,0,0,terminal,Chennai
node-6810632987,6810632987,12.907128,80.142533,0,0,terminal,Chennai
node-6810632988,6810632988,12.906827,80.142497,0,0,terminal,Chennai
node-6810632989,6810632989,12.906166,80.142429,0,0,terminal,Chennai
node-6810632990,6810632990,12.905711,80.142396,0,0,terminal,Chennai
node-6810632991,6810632991,12.905486,80.142371,0,0,terminal,Chennai
node-6810632992,6810632992,12.904569,80.142287,0,0,terminal,Chennai
node-6810632993,6810632993,12.904457,80.142276,0,0,terminal,Chennai
node-6810632994,6810632994,12.902662,80.142095,0,0,terminal,Chennai
node-6810632995,6810632995,12.902452,80.142074,0,0,terminal,Chennai
node-6810632996,6810632996,12.901709,80.142002,0,0,terminal,Chennai
node-7018732591,7018732591,12.904773,80.1423,0,0,terminal,Chennai
node-7806586690,7806586690,12.901937,80.142024,0,0,terminal,Chennai
node-7808767785,7808767785,12.906021,80.142424,0,0,terminal,Chennai
node-7808922418,7808922418,12.90332,80.142161,0,0,terminal,Chennai
node-10595823457,10595823457,12.902498,80.14208,2,0,junction,Chennai
node-10595823458,10595823458,12.902489,80.142176,2,0,junction,Chennai
node-11668468343,11668468343,12.904246,80.142355,0,0,terminal,Chennai
node-11668468353,11668468353,12.904007,80.142331,0,0,terminal,Chennai
node-14100485132,14100485132,12.903376,80.142267,0,0,terminal,Chennai
node-300195062,300195062,12.912343,80.14314,2,0,junction,Chennai
node-2185139182,2185139182,12.91272,80.143245,0,0,terminal,Chennai
node-2185139186,2185139186,12.913205,80.143401,0,0,terminal,Chennai
node-2185139192,2185139192,12.913472,80.143482,0,0,terminal,Chennai
node-2186618166,2186618166,12.909863,80.142991,0,0,terminal,Chennai
